sex,age_cat,race,priors_count,c_charge_degree,decile_score,priors_count,Probability
1,25,0,8,0,7,8,0
1,45,1,7,1,2,7,0
1,45,0,3,0,2,3,1
1,45,1,7,1,6,7,1
1,25,1,5,1,1,5,1
1,45,1,3,0,5,3,0
1,25,1,0,1,1,0,0
1,25,0,27,0,7,27,0
1,25,0,5,1,6,5,0
0,25,0,0,0,1,0,1
1,0,1,0,1,10,0,1
0,25,1,2,1,10,2,1
1,0,1,0,0,5,0,0
1,0,0,0,0,2,0,1
1,0,0,1,0,9,1,1
1,45,0,2,1,1,2,0
1,25,0,0,0,3,0,1
1,45,1,8,1,2,8,0
1,25,0,1,0,2,1,0
0,25,1,0,0,5,0,0
1,45,1,0,1,1,0,0
1,45,1,16,1,9,16,1
1,25,0,3,1,1,3,1
1,45,0,0,0,1,0,0
1,0,0,1,0,2,1,0
0,25,1,3,1,6,3,1
0,25,0,0,1,2,0,0
1,0,0,0,1,3,0,0
1,0,0,3,0,2,3,1
1,45,0,3,1,6,3,0
1,25,0,11,1,8,11,0
1,25,0,11,1,8,11,1
1,25,0,4,0,1,4,0
1,25,0,0,1,1,0,0
0,0,0,1,1,9,1,1
0,25,1,1,1,1,1,0
1,25,0,0,0,1,0,1
1,25,1,7,1,8,7,1
1,0,0,1,1,8,1,0
1,0,0,0,1,9,0,1
0,25,1,3,1,4,3,0
1,45,0,1,0,4,1,0
1,45,1,3,1,2,3,0
1,25,0,2,1,7,2,1
1,0,0,0,0,8,0,0
1,45,1,0,1,1,0,0
1,25,0,9,1,7,9,0
0,0,0,2,1,10,2,1
1,25,0,8,1,10,8,1
0,25,0,2,0,5,2,0
1,25,0,5,0,5,5,0
1,25,0,2,1,3,2,0
0,25,0,0,1,1,0,0
1,0,0,1,1,6,1,1
1,25,1,8,1,4,8,1
1,25,0,2,0,4,2,0
1,25,1,0,0,1,0,0
1,25,0,0,1,2,0,0
1,0,0,2,1,4,2,1
1,45,1,2,1,1,2,0
0,25,0,0,1,9,0,1
1,25,1,21,1,10,21,0
0,25,0,2,1,3,2,0
1,25,1,5,1,4,5,1
1,25,0,19,0,10,19,1
1,0,0,3,1,5,3,1
0,25,1,3,0,2,3,1
1,45,1,9,0,1,9,1
0,0,0,1,1,8,1,1
1,45,0,2,0,5,2,1
1,0,0,2,0,8,2,1
0,45,1,1,0,2,1,0
1,0,0,1,1,10,1,1
1,25,0,3,0,4,3,1
0,25,0,3,1,6,3,1
1,45,0,0,0,4,0,0
1,25,0,28,0,9,28,1
1,25,0,2,1,9,2,0
0,25,1,1,1,3,1,1
1,25,0,9,0,10,9,1
1,45,0,4,1,6,4,0
1,25,0,21,0,10,21,1
1,25,1,0,1,2,0,0
1,25,1,1,1,3,1,0
0,25,1,2,1,1,2,0
0,0,0,4,1,9,4,1
0,25,1,0,1,4,0,1
0,25,1,4,1,2,4,0
1,25,0,20,1,9,20,1
1,0,0,1,1,3,1,1
1,45,0,0,0,1,0,0
1,25,0,9,1,9,9,1
1,25,0,1,1,2,1,0
1,0,0,1,1,4,1,1
0,0,0,0,1,10,0,1
0,25,1,0,1,2,0,1
1,0,0,0,1,2,0,0
1,25,0,4,1,5,4,0
1,25,0,0,0,2,0,0
1,0,0,0,0,2,0,1
1,25,1,0,1,2,0,0
1,0,0,3,1,9,3,0
1,25,0,5,1,5,5,1
1,25,1,5,1,2,5,0
1,45,1,1,1,2,1,0
1,0,0,0,1,8,0,1
1,25,0,0,1,3,0,0
1,0,0,7,1,8,7,1
1,0,1,0,1,4,0,0
1,25,1,2,1,9,2,0
1,45,0,1,0,1,1,1
1,45,0,13,1,3,13,0
0,0,0,2,1,5,2,0
1,25,0,0,0,1,0,0
1,45,1,7,1,4,7,0
1,25,0,3,1,5,3,1
1,0,0,1,1,4,1,1
1,45,0,0,1,1,0,0
1,0,1,3,1,5,3,1
1,25,0,2,0,2,2,0
1,25,0,1,0,4,1,0
0,25,1,0,0,6,0,0
1,45,0,1,0,1,1,0
1,45,0,0,0,1,0,0
1,45,0,1,0,1,1,0
1,25,0,0,1,4,0,0
1,25,1,1,0,1,1,0
1,25,0,0,0,1,0,0
1,45,1,1,1,1,1,0
0,25,0,1,0,6,1,0
1,25,0,7,1,4,7,0
1,25,1,5,1,6,5,1
0,25,1,0,1,6,0,0
1,25,0,1,1,1,1,0
1,0,1,2,1,9,2,1
0,25,0,0,0,1,0,1
1,25,0,5,0,2,5,0
1,0,1,1,1,6,1,1
1,45,0,1,1,9,1,0
0,0,0,2,0,8,2,1
1,25,0,6,1,8,6,1
0,25,0,0,0,2,0,0
1,45,1,3,0,3,3,1
0,0,0,2,1,4,2,0
1,25,1,4,1,8,4,1
1,45,1,0,0,1,0,0
0,25,0,4,1,3,4,1
1,0,0,14,1,10,14,1
1,25,0,11,1,6,11,0
1,45,0,22,1,9,22,1
1,0,1,0,1,3,0,0
1,25,0,5,0,8,5,0
1,45,0,19,1,8,19,1
1,45,0,0,0,4,0,1
1,25,1,1,0,3,1,0
1,45,0,1,1,1,1,0
1,25,0,0,1,1,0,0
1,25,1,0,1,6,0,1
1,25,0,5,1,4,5,1
0,25,0,0,1,2,0,0
1,45,0,11,1,10,11,0
1,45,0,1,0,1,1,0
0,25,0,4,0,5,4,0
0,25,1,1,1,7,1,0
1,25,0,2,1,7,2,1
0,25,0,9,1,7,9,1
1,25,0,11,1,8,11,1
1,0,0,3,1,10,3,1
1,25,0,5,1,9,5,0
1,25,0,11,0,7,11,1
1,45,0,13,1,7,13,0
1,25,0,4,1,1,4,0
1,25,0,4,1,8,4,1
0,25,1,1,0,3,1,0
1,25,0,6,1,7,6,1
1,25,1,9,1,5,9,1
1,25,1,4,0,4,4,1
1,0,1,3,0,10,3,1
1,25,1,0,1,6,0,0
1,25,0,1,1,5,1,0
0,25,1,0,0,6,0,0
1,25,0,0,0,5,0,1
1,45,1,1,1,1,1,0
0,25,1,1,0,5,1,1
1,25,0,8,1,5,8,0
1,25,0,0,1,1,0,0
1,25,1,2,1,3,2,0
1,45,0,22,1,6,22,1
1,25,0,4,0,5,4,1
1,45,0,9,1,5,9,0
1,45,1,0,0,2,0,1
1,25,0,2,1,8,2,1
1,45,1,1,0,1,1,0
1,45,1,1,0,1,1,0
1,25,0,11,1,9,11,1
1,45,1,2,1,4,2,0
1,25,1,0,0,6,0,1
1,25,0,6,1,8,6,1
1,25,1,1,1,1,1,0
1,25,0,1,0,9,1,0
0,25,1,5,0,4,5,1
1,25,0,0,0,2,0,0
1,25,1,0,1,1,0,0
0,45,1,3,0,1,3,0
1,45,0,1,0,1,1,0
1,25,0,2,0,1,2,0
1,25,1,4,1,1,4,1
1,25,0,0,0,1,0,1
1,0,0,6,1,6,6,1
0,25,0,0,0,1,0,1
0,25,1,2,1,3,2,0
1,25,0,5,1,4,5,0
1,25,1,12,1,5,12,0
0,25,0,2,1,2,2,1
1,25,0,0,1,5,0,0
0,25,1,0,0,3,0,0
1,25,0,7,1,9,7,1
1,0,0,0,1,6,0,1
0,25,1,1,0,5,1,0
1,25,1,0,1,5,0,0
0,25,0,2,1,2,2,0
0,45,1,4,1,3,4,0
1,25,1,3,1,4,3,0
1,25,0,5,0,6,5,1
1,25,0,3,1,7,3,0
1,25,0,17,1,8,17,1
1,0,1,4,1,8,4,1
1,25,1,3,1,6,3,1
1,25,0,0,0,1,0,0
1,25,0,10,1,6,10,1
1,45,1,5,0,3,5,1
0,0,1,0,0,7,0,0
1,45,1,10,1,4,10,1
1,25,0,16,1,9,16,1
1,25,0,6,0,5,6,1
1,25,0,4,1,8,4,1
1,0,0,0,1,3,0,0
1,25,0,1,0,5,1,0
0,45,1,0,0,1,0,0
1,25,1,1,1,8,1,1
1,0,1,1,1,4,1,0
1,25,1,1,0,3,1,0
1,25,1,0,0,1,0,1
1,25,0,14,1,7,14,1
0,45,1,0,0,1,0,0
1,25,1,4,0,5,4,1
0,0,0,0,0,3,0,0
1,25,0,0,0,1,0,0
0,25,0,0,1,1,0,0
0,25,1,4,1,3,4,1
1,0,0,0,0,4,0,1
1,45,0,0,1,1,0,0
1,45,0,7,1,4,7,0
1,45,1,2,1,9,2,1
1,25,0,2,0,2,2,1
1,25,0,5,1,1,5,0
1,25,0,1,0,1,1,1
1,0,0,1,1,7,1,0
1,45,0,9,1,4,9,0
1,0,0,2,0,6,2,1
1,45,1,1,0,4,1,0
1,0,0,2,1,3,2,1
0,45,1,1,0,1,1,1
1,25,0,21,1,5,21,0
0,25,0,1,1,2,1,0
1,0,1,4,0,7,4,1
0,25,0,22,1,10,22,1
1,25,1,13,1,6,13,1
0,25,1,0,0,6,0,1
1,0,0,0,1,3,0,0
1,25,0,0,1,1,0,1
0,45,1,0,0,1,0,0
1,45,0,3,1,3,3,0
0,25,0,2,1,2,2,1
1,25,0,9,0,7,9,1
1,25,1,0,0,2,0,0
1,25,0,1,1,2,1,0
1,45,1,0,0,1,0,0
1,25,0,2,1,3,2,0
1,0,0,2,1,6,2,1
1,25,0,6,0,3,6,0
1,45,0,12,1,6,12,1
1,25,1,0,0,4,0,0
1,25,0,13,1,4,13,1
1,45,1,2,1,1,2,0
1,25,0,4,1,6,4,0
1,25,0,1,0,2,1,0
1,25,0,1,1,8,1,0
1,25,1,0,0,1,0,0
1,25,1,0,1,3,0,0
0,25,1,0,0,1,0,1
1,25,0,0,1,2,0,0
1,45,0,19,1,9,19,0
1,45,0,7,0,5,7,0
0,25,0,1,0,1,1,0
1,25,1,5,1,7,5,1
1,25,0,1,1,4,1,0
1,45,1,1,1,1,1,0
1,25,1,1,1,3,1,0
0,0,0,7,0,8,7,1
0,25,0,4,0,6,4,1
0,25,0,2,1,4,2,1
1,25,1,3,1,5,3,1
1,25,0,0,1,1,0,0
1,45,1,0,0,1,0,0
0,45,0,0,0,1,0,0
1,25,0,6,1,5,6,0
1,25,1,1,0,4,1,1
0,25,0,1,1,3,1,1
0,25,1,0,0,3,0,0
1,45,0,10,1,6,10,0
1,0,0,3,0,7,3,1
1,25,0,7,0,3,7,0
1,45,1,6,1,3,6,1
1,0,0,8,1,8,8,1
1,25,1,0,1,2,0,1
1,25,0,8,1,7,8,1
1,45,0,20,0,7,20,0
1,25,0,10,0,5,10,1
1,0,0,1,1,7,1,1
1,45,0,4,1,4,4,0
1,25,0,0,1,1,0,1
1,25,1,0,0,8,0,1
1,25,0,2,1,7,2,1
1,25,1,0,0,5,0,1
1,0,0,0,1,5,0,0
1,0,1,2,1,7,2,1
1,25,1,3,0,5,3,0
0,25,0,0,0,2,0,0
1,0,0,11,1,9,11,1
1,45,1,0,1,1,0,0
1,0,0,2,0,4,2,1
1,25,0,7,1,8,7,1
1,25,1,2,1,4,2,0
1,0,0,1,1,2,1,0
1,45,1,1,1,1,1,0
1,45,1,3,1,1,3,0
1,45,1,2,0,4,2,1
1,0,0,1,0,4,1,1
0,25,1,0,0,2,0,0
1,25,1,0,0,1,0,1
1,25,1,1,0,6,1,0
1,25,0,16,1,10,16,1
1,25,0,3,0,2,3,0
1,25,0,1,1,5,1,0
1,25,0,0,0,6,0,0
0,25,1,2,0,3,2,1
1,25,1,16,1,6,16,1
0,45,0,1,1,1,1,0
1,25,0,0,1,4,0,1
1,25,0,0,0,3,0,0
1,25,0,19,1,9,19,1
1,0,0,1,1,7,1,0
1,25,1,0,0,2,0,0
0,25,1,3,1,7,3,1
1,45,0,13,1,1,13,1
1,25,0,2,1,5,2,1
1,25,0,4,1,5,4,1
1,25,0,0,0,2,0,0
1,25,1,2,1,6,2,0
1,45,1,2,1,2,2,0
1,25,0,14,1,8,14,1
1,0,0,0,0,4,0,1
1,25,0,8,1,9,8,0
0,25,0,4,1,7,4,1
1,25,0,0,1,2,0,0
1,25,0,0,1,5,0,0
1,25,0,0,1,2,0,1
0,25,1,2,1,7,2,1
1,45,1,2,1,3,2,1
1,45,1,0,0,1,0,0
1,0,0,2,1,7,2,1
0,45,0,2,1,1,2,1
1,25,0,0,0,2,0,1
1,25,1,0,1,1,0,0
0,0,0,0,1,5,0,1
1,0,1,1,1,4,1,0
1,25,1,8,1,2,8,0
1,0,1,0,0,2,0,0
1,25,0,0,1,1,0,0
1,25,1,4,1,5,4,0
1,0,0,3,0,7,3,1
1,0,0,5,1,8,5,1
1,25,0,4,1,8,4,1
1,45,1,9,1,3,9,1
0,25,0,3,0,6,3,0
1,25,0,13,1,9,13,0
1,25,1,1,0,2,1,1
1,25,0,1,1,1,1,0
1,25,0,2,1,3,2,0
1,0,1,0,1,9,0,1
1,25,0,22,0,9,22,1
1,25,0,1,0,4,1,1
1,25,0,2,0,7,2,1
1,45,1,4,0,3,4,1
1,25,1,2,1,2,2,0
1,25,0,7,0,3,7,1
1,45,0,0,0,1,0,0
1,45,1,0,1,1,0,0
1,25,1,2,1,2,2,1
0,25,1,0,1,8,0,1
0,25,1,1,1,7,1,0
1,25,1,4,1,8,4,1
1,45,0,1,1,2,1,1
1,25,0,0,1,3,0,1
1,0,0,3,1,4,3,1
1,25,0,0,0,2,0,1
1,25,0,4,0,3,4,1
1,45,1,2,1,1,2,0
1,25,1,1,1,7,1,1
1,25,0,2,1,1,2,0
1,0,0,0,0,2,0,0
1,25,1,2,0,1,2,0
1,45,1,1,0,1,1,0
0,25,0,0,1,2,0,0
1,25,0,6,1,9,6,0
1,45,0,18,1,2,18,0
1,45,0,0,0,1,0,0
1,25,1,4,0,6,4,0
1,25,0,6,1,9,6,1
1,0,0,1,1,7,1,1
1,45,1,0,0,1,0,0
1,0,1,1,1,3,1,1
0,0,0,1,1,3,1,0
0,0,1,7,0,8,7,1
0,25,0,13,1,10,13,1
1,45,1,9,1,4,9,1
1,25,1,0,0,3,0,1
1,25,1,2,1,1,2,0
1,45,1,3,1,2,3,0
1,45,1,6,0,1,6,1
1,0,0,1,1,6,1,0
1,45,1,2,1,1,2,0
1,25,1,1,1,1,1,1
1,0,0,1,1,10,1,1
1,25,0,5,1,8,5,0
0,25,1,1,0,1,1,1
1,25,0,0,1,4,0,1
1,25,0,4,0,2,4,0
1,45,1,0,0,1,0,0
1,25,1,5,1,6,5,1
0,0,1,0,0,3,0,0
0,25,1,0,0,1,0,0
1,0,0,1,1,8,1,1
1,0,0,1,0,3,1,0
1,45,1,1,0,2,1,0
0,0,0,0,1,8,0,1
1,25,1,6,1,6,6,0
1,25,0,29,1,8,29,1
1,0,1,1,1,6,1,0
0,0,0,0,1,5,0,1
1,25,0,11,1,10,11,1
0,25,0,0,0,2,0,0
1,25,0,0,1,1,0,0
1,25,1,8,1,7,8,0
0,25,0,4,1,6,4,0
1,25,0,6,0,2,6,0
1,45,1,0,0,1,0,0
1,0,1,1,1,7,1,0
1,25,1,2,1,2,2,0
1,25,1,8,1,8,8,1
1,25,1,6,1,2,6,1
1,25,1,3,0,4,3,1
1,45,1,5,1,3,5,1
1,45,0,0,1,1,0,0
1,25,0,3,1,2,3,0
1,25,0,2,1,9,2,1
1,0,0,0,1,3,0,1
1,45,0,10,1,4,10,0
1,0,0,0,0,8,0,0
1,0,1,2,1,7,2,1
1,45,0,1,0,1,1,0
1,0,0,0,1,4,0,0
1,25,0,0,0,9,0,1
1,45,1,2,1,1,2,0
1,25,1,4,0,4,4,1
1,45,1,3,1,3,3,0
1,0,0,3,1,8,3,1
1,25,1,2,0,3,2,0
1,45,0,13,1,3,13,0
1,45,1,2,1,5,2,0
1,25,0,6,1,8,6,0
1,0,0,1,0,7,1,0
0,0,0,0,1,3,0,1
1,25,1,17,1,8,17,1
1,25,0,0,1,1,0,1
1,45,1,6,1,2,6,0
0,25,1,0,0,2,0,0
1,45,0,19,1,6,19,0
1,45,1,12,0,5,12,0
1,25,0,6,0,7,6,1
1,25,0,0,0,1,0,1
1,45,0,11,1,3,11,0
1,25,1,0,1,5,0,0
1,45,0,7,1,2,7,0
1,25,0,12,1,8,12,1
1,0,1,0,1,4,0,0
0,25,1,0,1,2,0,0
1,25,0,3,1,7,3,0
1,25,0,1,0,2,1,1
0,25,1,3,0,5,3,0
1,45,0,26,1,5,26,1
0,25,0,1,1,3,1,1
1,25,0,0,1,2,0,0
1,25,0,4,1,4,4,0
0,45,1,6,1,4,6,0
1,25,0,4,1,5,4,1
1,25,1,7,1,10,7,1
1,25,0,15,0,10,15,1
1,0,0,1,0,9,1,1
1,25,1,2,1,9,2,1
1,25,0,7,1,5,7,1
1,25,0,17,1,10,17,1
1,25,1,0,1,1,0,1
1,25,1,0,0,2,0,0
1,0,0,1,1,7,1,1
1,25,0,4,1,2,4,0
1,25,0,7,1,6,7,0
0,0,1,0,1,8,0,0
1,25,0,0,1,5,0,1
1,0,1,0,1,3,0,0
0,0,1,0,1,3,0,0
0,45,0,0,0,1,0,0
1,25,0,0,0,1,0,1
1,45,0,1,0,6,1,1
0,25,1,3,1,5,3,0
1,25,0,3,1,6,3,1
1,25,0,11,1,8,11,1
0,45,1,7,1,5,7,0
0,25,0,5,0,10,5,0
0,0,1,2,1,3,2,0
1,25,0,7,1,1,7,0
1,25,0,0,0,1,0,0
1,25,0,1,1,1,1,0
1,45,0,3,0,1,3,0
1,45,1,0,1,1,0,0
1,25,0,9,1,4,9,0
1,25,0,10,0,4,10,1
1,45,1,0,1,1,0,0
0,25,0,1,0,10,1,0
1,25,0,0,1,10,0,0
1,45,0,5,1,4,5,1
1,25,0,6,0,6,6,0
1,25,0,0,0,7,0,0
1,0,0,0,1,6,0,1
0,25,0,0,0,2,0,0
1,0,0,0,1,5,0,1
1,25,1,0,1,2,0,0
1,25,0,0,0,2,0,0
1,25,0,0,0,5,0,0
1,25,0,1,0,3,1,0
1,25,1,4,0,1,4,0
1,25,0,15,1,10,15,0
1,25,0,6,1,8,6,1
1,25,0,6,1,4,6,0
0,25,1,2,1,3,2,0
1,25,0,4,0,6,4,0
0,25,0,1,1,1,1,0
1,25,1,5,0,2,5,1
1,0,1,1,0,5,1,1
0,45,0,12,0,6,12,1
1,0,1,8,1,9,8,1
1,25,0,8,0,9,8,1
0,45,0,1,1,1,1,0
1,25,1,2,1,7,2,1
1,45,0,0,0,1,0,0
1,25,0,2,1,4,2,0
1,0,0,4,1,9,4,0
1,25,1,5,0,4,5,0
1,25,1,6,1,6,6,1
1,0,0,2,0,3,2,1
1,25,0,0,0,5,0,0
0,0,1,2,0,6,2,0
1,25,0,3,1,9,3,1
0,45,1,1,1,2,1,0
0,25,0,1,1,5,1,0
1,45,1,7,1,2,7,0
1,25,0,1,0,5,1,0
0,0,1,3,0,5,3,1
1,0,0,2,1,8,2,1
1,45,1,3,1,4,3,0
1,25,1,8,0,9,8,1
1,25,0,0,1,2,0,0
0,45,1,1,1,1,1,0
1,25,0,4,0,1,4,1
1,25,0,1,0,3,1,0
1,45,0,15,1,1,15,1
1,45,0,1,1,1,1,0
1,25,0,0,0,8,0,1
1,25,0,1,1,6,1,0
1,0,0,1,1,10,1,1
1,45,0,0,0,1,0,0
0,25,1,1,1,2,1,0
0,0,0,0,1,3,0,0
1,0,0,0,1,4,0,1
1,25,0,4,0,8,4,0
1,25,1,2,0,2,2,0
1,0,0,0,1,3,0,1
1,45,0,2,0,1,2,0
1,0,0,1,1,4,1,0
0,25,1,0,0,1,0,1
0,0,0,2,1,7,2,1
1,45,1,0,0,1,0,0
1,25,1,5,0,5,5,1
0,45,0,0,0,1,0,0
1,45,0,1,1,5,1,0
0,45,0,3,1,7,3,0
1,25,0,0,0,1,0,0
1,25,0,2,1,2,2,0
1,45,0,3,1,1,3,0
1,45,0,0,1,1,0,0
1,25,1,2,0,2,2,0
0,45,1,0,0,1,0,0
1,25,0,3,1,5,3,1
1,25,1,14,1,9,14,0
1,25,0,17,0,7,17,1
1,25,1,3,1,1,3,0
1,25,1,2,1,3,2,1
1,0,0,1,1,9,1,1
1,25,0,5,1,4,5,0
1,25,0,9,0,7,9,1
1,45,1,1,0,1,1,0
1,25,1,1,1,8,1,1
0,25,0,0,1,10,0,0
1,25,0,3,0,3,3,0
0,45,1,0,0,1,0,1
0,25,0,0,1,3,0,0
1,25,1,1,1,3,1,0
1,25,0,16,1,10,16,1
0,25,0,0,1,2,0,0
1,25,0,0,0,7,0,0
1,25,1,5,1,4,5,0
1,0,0,1,1,5,1,1
1,0,0,0,1,5,0,0
0,25,1,0,1,3,0,1
1,0,0,7,1,9,7,1
1,25,1,0,0,1,0,0
0,25,1,5,1,6,5,1
1,45,0,3,0,1,3,0
0,25,0,0,0,1,0,0
1,25,0,1,0,5,1,1
0,25,1,6,1,7,6,0
0,0,0,0,0,5,0,0
1,25,0,1,0,5,1,0
1,25,0,1,1,4,1,1
1,0,0,0,0,3,0,0
0,25,0,2,0,2,2,0
1,25,0,9,1,9,9,1
0,0,0,2,0,3,2,0
1,25,0,9,1,5,9,1
1,0,1,0,1,6,0,1
1,25,0,9,1,3,9,1
1,25,1,9,1,6,9,1
1,0,0,2,0,9,2,1
1,25,0,21,1,10,21,1
1,25,0,3,0,6,3,0
1,25,1,3,1,6,3,1
1,45,1,2,0,1,2,1
1,0,0,2,1,7,2,0
1,0,1,3,0,8,3,1
0,45,0,5,1,2,5,0
0,25,1,2,0,5,2,0
1,45,0,0,1,4,0,1
1,25,0,0,0,2,0,0
1,25,0,5,1,9,5,1
1,45,0,14,1,5,14,0
1,25,0,2,0,5,2,1
1,45,0,11,0,5,11,1
1,25,0,0,0,1,0,0
1,25,1,5,0,7,5,0
1,0,0,0,1,3,0,0
1,0,0,2,1,10,2,1
0,25,0,0,1,2,0,0
1,45,0,0,0,1,0,0
0,45,1,8,1,3,8,1
1,25,0,3,1,1,3,1
1,45,0,3,1,6,3,1
1,25,1,0,1,3,0,0
1,0,0,1,1,7,1,0
0,25,0,0,1,4,0,1
1,45,0,8,1,9,8,1
1,25,0,6,0,7,6,1
1,25,0,10,1,10,10,1
1,25,1,2,1,5,2,0
1,25,0,12,1,9,12,1
1,25,0,4,1,6,4,1
1,25,0,7,0,10,7,1
1,25,0,1,0,6,1,1
1,45,0,2,1,1,2,0
1,25,1,2,1,7,2,1
1,25,0,16,1,7,16,1
1,0,1,1,1,6,1,0
1,25,0,3,1,7,3,0
1,25,0,13,1,6,13,1
1,25,0,2,1,2,2,0
1,45,1,0,0,1,0,1
1,0,0,6,1,8,6,1
1,25,0,2,1,3,2,1
0,0,0,0,0,2,0,0
0,25,1,6,1,7,6,1
1,45,0,5,1,1,5,0
1,0,0,2,0,8,2,1
1,45,0,12,1,1,12,1
1,0,0,1,0,6,1,1
1,45,0,1,1,2,1,0
1,45,1,1,0,1,1,0
1,45,1,6,1,1,6,0
0,25,1,0,0,2,0,0
1,25,1,5,1,3,5,0
1,25,0,0,1,4,0,1
1,45,1,1,1,1,1,0
0,25,0,2,0,3,2,0
1,45,1,4,1,1,4,0
1,45,0,15,1,6,15,0
1,25,0,0,1,2,0,1
1,0,0,4,1,10,4,0
1,45,0,9,1,4,9,0
1,25,0,4,1,6,4,0
1,45,0,0,0,8,0,0
1,0,0,9,0,9,9,1
0,0,0,2,1,9,2,0
1,45,0,1,0,1,1,0
0,25,0,2,1,2,2,0
1,25,0,5,0,8,5,1
1,25,0,4,0,2,4,0
0,25,1,22,0,10,22,1
1,45,0,0,0,1,0,0
0,0,0,2,1,4,2,1
0,25,1,3,1,5,3,0
0,25,1,1,1,7,1,1
0,25,0,2,1,3,2,0
1,25,0,0,0,1,0,0
1,25,0,5,1,9,5,1
1,25,0,4,1,5,4,0
1,0,0,1,0,5,1,1
1,25,1,5,1,5,5,0
1,25,1,0,0,1,0,1
1,0,0,0,1,4,0,0
1,25,1,4,0,6,4,1
1,45,0,11,0,5,11,1
1,25,0,1,1,5,1,0
1,25,0,12,1,2,12,1
1,25,0,13,1,10,13,1
0,25,0,0,0,2,0,0
1,45,0,15,0,6,15,1
1,0,0,3,1,8,3,1
1,25,0,15,1,8,15,0
1,45,1,0,0,1,0,0
1,25,0,12,1,7,12,0
0,45,0,1,1,1,1,0
1,0,0,0,1,4,0,1
0,0,0,0,1,7,0,1
1,45,1,28,1,9,28,1
1,25,0,7,1,5,7,1
1,25,0,1,0,1,1,0
1,45,1,4,1,5,4,1
0,25,0,4,1,3,4,1
1,25,0,16,1,8,16,1
0,0,0,0,0,4,0,0
1,25,0,5,1,2,5,1
1,45,1,13,1,2,13,0
0,45,1,0,1,1,0,0
1,45,0,0,1,2,0,0
0,25,0,0,0,1,0,0
0,45,1,0,0,1,0,0
1,25,0,1,1,2,1,1
1,0,0,0,1,5,0,1
0,25,1,0,0,1,0,1
1,25,1,1,0,2,1,0
1,25,0,0,1,1,0,0
1,0,1,0,1,2,0,0
1,25,0,7,0,8,7,1
0,25,1,3,1,3,3,0
0,0,1,0,1,4,0,0
0,45,0,0,1,1,0,0
1,25,0,8,0,7,8,1
1,25,0,1,1,2,1,1
1,25,0,8,1,10,8,1
1,25,1,5,1,2,5,0
1,25,0,0,0,3,0,1
0,25,0,5,1,3,5,0
1,25,0,1,0,6,1,1
1,25,1,1,1,2,1,0
1,45,0,13,1,4,13,1
1,25,1,2,1,4,2,0
1,25,0,1,0,5,1,0
0,25,0,1,1,5,1,0
0,25,1,11,1,6,11,1
1,0,0,3,1,4,3,1
1,25,1,0,1,3,0,0
1,45,1,1,1,1,1,1
0,25,0,0,0,2,0,0
0,0,0,0,0,2,0,0
1,25,0,6,1,6,6,1
1,0,0,0,1,3,0,1
1,0,0,1,0,9,1,1
0,0,0,2,0,4,2,0
0,25,0,5,1,7,5,0
1,0,1,1,1,3,1,1
1,45,1,3,0,1,3,0
1,25,1,4,1,4,4,1
1,25,1,0,0,1,0,0
1,25,0,2,1,1,2,0
1,0,1,5,0,9,5,1
1,25,0,2,1,8,2,0
1,0,0,2,1,5,2,1
1,0,0,1,1,5,1,1
1,45,0,0,0,1,0,1
1,45,0,12,1,5,12,1
1,25,1,1,0,4,1,0
0,45,1,8,0,4,8,1
1,0,0,2,0,6,2,0
0,25,0,0,1,4,0,0
1,45,0,5,0,6,5,0
1,45,1,1,1,1,1,1
0,45,0,6,1,4,6,0
1,25,1,4,0,7,4,1
1,25,1,0,1,3,0,0
1,25,0,9,1,9,9,1
1,45,1,2,1,4,2,0
1,45,0,12,1,8,12,1
1,25,1,1,1,3,1,0
1,25,0,0,1,2,0,1
0,25,0,2,1,2,2,1
1,25,0,2,1,1,2,1
1,25,1,1,1,2,1,0
1,45,1,3,1,1,3,0
1,45,1,0,0,1,0,0
1,25,0,0,1,7,0,0
1,25,1,1,1,3,1,0
1,25,0,3,1,9,3,1
0,45,1,6,1,5,6,1
1,0,0,1,1,9,1,1
1,0,0,0,1,4,0,0
0,25,0,1,1,5,1,1
0,45,0,0,1,1,0,0
0,45,1,0,0,1,0,0
1,45,0,0,0,1,0,0
1,0,0,0,0,7,0,0
1,25,0,0,1,1,0,0
1,45,0,0,1,1,0,1
1,25,0,10,1,9,10,1
1,25,0,1,1,2,1,1
1,45,0,1,1,1,1,0
1,25,1,1,1,4,1,1
1,0,0,15,1,9,15,1
1,25,0,2,1,3,2,1
0,0,0,0,1,8,0,0
1,25,0,0,1,5,0,0
1,25,1,5,1,9,5,1
1,45,0,0,1,1,0,0
1,25,0,2,1,2,2,0
1,0,1,1,0,2,1,0
0,45,0,0,1,1,0,0
1,25,1,1,0,2,1,1
1,25,0,0,1,2,0,1
1,45,0,2,1,4,2,1
1,25,0,0,1,2,0,0
1,25,0,1,0,1,1,0
0,25,1,1,0,5,1,1
1,25,0,0,1,5,0,1
1,25,1,3,1,4,3,0
1,25,0,21,0,7,21,1
1,0,1,0,0,3,0,0
0,25,1,0,0,1,0,0
1,0,0,1,1,4,1,1
1,45,0,3,1,1,3,0
1,0,0,2,1,10,2,1
1,25,1,2,1,3,2,0
0,25,0,3,1,1,3,0
1,25,0,0,0,7,0,1
1,25,1,3,0,5,3,1
